frame_count,avg_speed,max_speed,speed_std,avg_vehicle_count,max_vehicle_count,neighbor_density_std,neighbor_speed_std,pedestrian_nearby_ratio,ego_avg_speed,ego_speed_std,ego_acc_mean,ego_acc_std,ego_hard_brake_ratio,ego_heading_change_total,car_following_ratio,close_following_ratio,min_ttc,dangerous_ttc_ratio,truck_bus_ratio,bicycle_ratio,motorcycle_ratio,intersection_flag,ped_crossing_density
39,1.274794423072496,2.5428620751379567,0.44980022298369343,11.717948717948717,15,2.111612798965465,2.56178644884963,0.5384615384615384,8.015618221659247,1.029971927575549,0.31929886288370457,3.3097127724507227,0.05263157894736842,2.2799870600238057,0.9743589743589743,0.6153846153846154,0.4315366947611018,0.6842105263157895,1.0,0.15384615384615385,0.5641025641025641,0,0.15384615384615385
40,0.8164316264838952,2.228469811172928,0.5707319699580267,4.925,12,2.5434966090010813,1.433121707329799,0.25,11.697728404630862,1.2071338578104593,0.6865569879591714,3.4914040911714985,0.05128205128205128,1.3665667264336778,0.975,0.3,0.3862880024846212,0.6410256410256411,1.0,0.0,0.075,0,0.0
41,2.455912545017881,6.137035824233983,1.3528681704923409,5.146341463414634,8,2.0667044062746203,3.518129239359727,0.14634146341463414,8.901180675386982,1.9965526118939394,0.353779656595921,3.7101573313600085,0.075,3.0648651780353724,0.975609756097561,0.0975609756097561,1.9211876028111021,0.225,0.9024390243902439,0.0,0.024390243902439025,0,0.0
39,1.58655091027395,2.8125200237879704,0.5906317365727882,8.128205128205128,13,1.7123905494424618,2.9237706190836996,0.6410256410256411,10.047026331085055,1.549439969709801,0.33771531769145036,3.2828871483191984,0.07894736842105263,1.3271485195290913,0.9743589743589743,0.358974358974359,0.908719769395121,0.6578947368421053,1.0,0.7435897435897436,0.8461538461538461,0,0.10256410256410256
39,0.4304614747006471,1.1601918229649986,0.28277558563919436,13.846153846153847,24,5.308621249069756,1.1095677081882915,0.6923076923076923,9.98790246327797,2.5042167428144015,0.4528737176073106,5.62640341080037,0.10526315789473684,7.81263486831716,0.8461538461538461,0.358974358974359,0.3602135412826961,0.7878787878787878,0.8461538461538461,0.6153846153846154,0.4358974358974359,0,0.0
41,1.8156608435593042,3.033731760801773,0.7600817900429298,6.512195121951219,7,0.49985125687607795,1.996369113870979,1.0,0.00027878797384622313,0.0003832882593542822,2.5160924379948546e-07,0.00042986387540446794,0.0,0.0016562540653297653,0.975609756097561,0.975609756097561,30.0,0.0,1.0,1.0,1.0,0,0.0
40,1.7583941344658354,3.130359079932153,0.6197650082955948,5.175,6,0.6279928343540235,2.7806819963308618,1.0,0.004918851733341986,0.03030763137455474,0.00983321224399018,0.060615694436167614,0.0,0.0024400427321609186,0.975,0.975,30.0,0.0,0.925,0.7,1.0,0,0.0
39,0.4141597468324821,1.0292436976843766,0.22138874308058143,18.666666666666668,22,3.2764375066591356,0.9809121710840694,0.9743589743589743,4.805385424015547,2.1457067407159647,0.10850750377851963,3.1100810470499183,0.0,1.7155330122344563,0.9743589743589743,0.7435897435897436,0.6193939224772078,0.47368421052631576,1.0,1.0,0.9230769230769231,0,0.1282051282051282
39,0.16523894522912588,0.704735075334157,0.1293274929312029,9.0,15,3.508232077228117,0.19459309435145739,0.0,8.408771649782357,0.6278864355222034,0.4984384899459942,3.3150924601955185,0.02631578947368421,0.3321143281023642,0.9743589743589743,0.41025641025641024,0.9822795337186372,0.8157894736842105,0.7948717948717948,0.0,0.0,0,0.05128205128205128
39,0.3873184163256168,0.8169355143560386,0.22071856623723723,31.384615384615383,50,18.380055222449037,1.2576036790115102,0.0,5.01513209425841,2.9830415916628685,0.23558240176070472,2.8449104612688507,0.02631578947368421,6.449098137000696,0.8717948717948718,0.20512820512820512,0.8258056635678112,0.3333333333333333,0.7948717948717948,0.0,0.0,0,0.10256410256410256
40,0.24498382247885814,0.3662801541294173,0.07087671098736492,58.0,70,9.612491872558333,1.0013592837148875,0.0,6.363138311654704,0.8251465160556974,0.39815068587681224,1.7409788640108372,0.0,6.510584333130564,0.975,0.625,0.5900413688540636,0.7692307692307693,1.0,0.0,0.0,0,0.225
40,0.9674746581168051,1.512943704406044,0.22099772091705788,31.225,39,6.377646509489218,2.509046081106608,0.7,6.593828459553858,2.6330036424950807,0.4371211796651458,1.2650658365061938,0.02564102564102564,1.1112844689509789,0.975,0.6,0.46422375617003814,0.5789473684210527,1.0,0.0,0.0,0,0.275
39,0.45785791865475534,0.6160118133765331,0.09151534506761017,57.69230769230769,67,4.546928217271277,1.5047760315479473,1.0,0.34352815578526175,0.6145553310015974,0.000202730808183878,0.41530236279961835,0.0,0.050006359252179285,0.9743589743589743,0.9743589743589743,2.0744024113730233,0.25,1.0,0.0,0.0,0,0.0
40,0.4675712105148566,0.7423994924411255,0.12937946676176437,29.5,40,6.053924347066125,1.1608695011303183,1.0,3.4039118226120175,2.121499602008698,0.20436878390215374,1.3842893273474561,0.0,0.7948784338746424,0.975,0.95,0.8972429248191177,0.7,1.0,0.0,0.0,0,0.125
39,0.8443465214211319,1.6877343278746695,0.33708775302571437,32.256410256410255,40,3.6212899579976754,1.8428183706712946,0.2564102564102564,5.699740060863091,2.3831939198445498,0.2865307358144782,3.3672904532523718,0.07894736842105263,1.0455961085458247,0.9743589743589743,0.6410256410256411,1.210064281239512,0.4594594594594595,1.0,0.0,0.0,0,0.10256410256410256
40,0.6861049737232348,1.0198864519467858,0.2001151011624177,20.15,29,3.1823733281939126,1.83935268856629,0.4,7.043476203187238,2.0912919229938196,0.4704373485320647,1.3533298462376615,0.0,1.6036115691401511,0.975,0.15,0.6851710309050799,0.46153846153846156,1.0,0.0,0.75,0,0.375
40,0.9684660524134351,2.216018976984068,0.34799575142746547,42.05,56,9.439147207242824,2.5261036352182855,0.725,7.01980617185561,2.051076377961197,0.2685161892477157,3.1119789177324972,0.07692307692307693,7.8727568868990865,0.975,0.65,1.0514999491410386,0.7948717948717948,1.0,0.875,0.0,0,0.15
40,0.14605940873345397,0.22407548295532348,0.035866699104307086,19.25,29,5.228527517380012,0.28765594764202784,0.4,4.761741947062531,1.7694025228470567,0.21620838887209695,2.8497062461731963,0.0,2.0497519901617345,0.975,0.4,1.2307487037628377,0.4358974358974359,1.0,0.0,0.0,0,0.0
40,0.7770577998434005,1.0990727028613847,0.17091666696419716,27.5,29,1.7175564037317668,2.3933775891452007,0.075,0.8798448596636078,1.2348855674797439,0.23727992343077894,0.6061487218197992,0.0,1.297613250110537,0.975,0.95,3.978029212361528,0.0,1.0,0.0,0.0,0,0.85
40,1.118103957758089,2.0569896572917497,0.4065287245474593,15.45,20,2.6358110706194404,2.101139688937764,0.65,5.567012215421158,3.4753613228646425,0.2261619063858361,3.4681692236230073,0.0,1.0589116560499525,0.975,0.45,0.6809952139679561,0.4,1.0,0.0,0.85,0,0.175
40,0.6760412559317075,1.1715252306605681,0.23923123434598412,36.775,45,5.410579913465838,1.3941107445207215,0.125,4.341499714009258,3.605752817744076,0.5242557800396445,0.927752590098749,0.0,2.121750093909543,0.975,0.475,0.9892914167669535,0.6363636363636364,1.0,0.775,0.0,0,0.35
39,0.49297059784421604,0.9418796117300687,0.2837087264584982,28.897435897435898,44,10.297609560288604,1.570348334618937,0.6923076923076923,9.378549189707284,0.8727379712070032,0.5545227594654678,3.611220990853297,0.07894736842105263,0.04995300187338361,0.9743589743589743,0.7435897435897436,0.640933504089605,0.9736842105263158,1.0,0.5897435897435898,0.7692307692307693,0,0.10256410256410256
40,0.39579872580297193,0.5413337268433246,0.06696382394649072,24.575,35,7.119998244381806,1.0051137907574204,0.05,5.469257967944855,0.8912395805584187,0.2799704313390239,2.801980674073821,0.02564102564102564,2.9672220224843464,0.975,0.1,1.5143600201741065,0.15384615384615385,0.65,0.925,0.8,0,0.1
40,0.21297574673358785,0.45812281843419034,0.10314127091711198,11.925,16,3.011540303565602,0.4326372727011458,0.75,7.443920860290855,0.591929553680389,0.4378070783131955,2.8121886972298853,0.07692307692307693,0.048709674044987494,0.975,0.525,1.1051847275176643,0.717948717948718,0.95,0.0,0.0,0,0.05
39,1.6516109199176332,2.2967150670684298,0.44496865244824046,33.84615384615385,43,8.0145331503062,3.380662051331087,0.20512820512820512,8.634954230715111,2.1965049581867397,0.555547426433243,2.6935965683081466,0.07894736842105263,7.4536697921171875,0.9743589743589743,0.5128205128205128,1.0921211550553416,0.7368421052631579,1.0,0.0,0.0,0,0.2564102564102564
40,3.2212703851304214,4.696037303090221,0.6865247943737741,15.125,22,3.4364771205407436,5.448512551731342,0.0,6.608426137575425,2.965698460021023,0.05125083202786465,3.6632544620305216,0.02564102564102564,0.03967191375902246,0.975,0.275,2.3007402478820507,0.3333333333333333,0.975,0.425,0.0,0,0.0
39,2.854086965709005,3.4743291352205046,0.3249883104280482,20.794871794871796,24,1.6358090161781107,4.4837079740196275,1.0,0.02934562178532378,0.1325481408919474,0.04016469266009203,0.16953008675323863,0.0,0.0018476498959101306,0.9743589743589743,0.15384615384615385,30.0,0.0,1.0,0.05128205128205128,0.0,0,0.0
39,1.4771730145420934,2.8092070258787145,0.6088889177867849,19.384615384615383,29,4.6443535313179884,3.047600394048022,0.20512820512820512,7.4740119821900945,1.9844571001646993,0.31805729437668856,1.5107989417590744,0.0,0.2349153839138336,0.9743589743589743,0.1794871794871795,0.561563339940761,0.3611111111111111,1.0,0.7948717948717948,0.0,0,0.15384615384615385
39,2.1896068018838326,5.286714046949684,1.6722541482815818,16.53846153846154,20,1.5988161300635788,3.2009210059049362,0.15384615384615385,3.4449986296551756,3.4517815558465834,0.5235603218863044,0.42653800995321184,0.0,0.05463280818567462,0.9743589743589743,0.5641025641025641,1.505890410352858,0.3333333333333333,0.9743589743589743,0.0,0.0,0,0.15384615384615385
39,3.119993148148482,4.703027489875422,0.7122423185182253,14.256410256410257,22,5.260973628901533,5.036548152223913,0.358974358974359,10.930618934645924,1.0769587832005048,0.6096461107755001,3.844251044824179,0.07894736842105263,0.1146961594731648,0.9743589743589743,0.7435897435897436,0.3858335102554404,0.8157894736842105,0.4358974358974359,0.8461538461538461,0.0,0,0.10256410256410256
39,2.034722860626036,2.854033668001523,0.4465491280892318,25.512820512820515,29,2.049037233231492,3.979489332734963,0.7692307692307693,5.734948359924647,2.1565847916941356,0.41244563708875254,2.587244168798348,0.05263157894736842,0.6119124070934192,0.9743589743589743,0.9230769230769231,0.5783844898754312,0.6060606060606061,1.0,1.0,0.4358974358974359,0,0.10256410256410256
40,0.41541643709888376,0.928578358627765,0.22546266529896294,18.2,21,1.584297951775486,1.1671954624079297,0.775,1.290677639404036e-05,1.006746849401538e-05,1.0435491530753628e-06,2.3638364840975536e-05,0.0,0.0017515178563072276,0.975,0.975,30.0,0.0,1.0,1.0,0.0,0,0.0
40,1.3215326960304412,4.496039225260908,1.0052406683260657,18.05,25,3.8661996844446613,2.2722670352542975,0.4,5.068351752816019,3.799169942395808,0.4950563169645193,1.7691584059046443,0.02564102564102564,0.333728103811306,0.975,0.8,0.47772800211185856,0.7037037037037037,1.0,0.825,0.0,0,0.075
40,1.3119505597992767,2.5919449997575144,0.44745512642778346,10.0,16,5.024937810560445,1.7683516177756846,1.0,6.987232946566551,2.764928893004227,0.5188537960541553,1.06453920752385,0.0,1.652650024942227,0.775,0.275,0.5282616530666753,0.3225806451612903,0.8,0.0,0.0,0,0.325
40,0.9993868348725918,2.419697027532228,0.5147047187806141,26.625,42,12.24885198702311,1.5996539760994555,1.0,6.046641475017607,2.5589494925639062,0.4263785810534874,3.2191246255546955,0.05128205128205128,0.2511090432579609,0.975,0.85,0.48332276285676584,0.7105263157894737,0.95,0.475,0.625,0,0.075
